node_id,name,original_name,former_name,jurisdiction_description,address,incorporation_date,inactivation_date,struck_off_date,status,service_provider,countries
10115489,BLUE DESIGN INTERNATIONAL LTD.,BLUE DESIGN INTERNATIONAL LTD.,,British Virgin Islands,LUTFU TOKATLIOGLU 16711 COLLINS AVENUE 510 MIAMI FLORIDA 33160,4-Nov-04,1-May-12,30-Apr-12,Defaulted,Mossack Fonseca,United States
10115558,MER INVESTORS CORP.,MER INVESTORS CORP. [M I BREAD INVESTMENTS CORP.],M I BREAD INVESTMENTS CORP.,British Virgin Islands,MESOAMERICA PLAZA ROBLE; EDIFICIO EL PÓRTICO; PISO 2  ESCAZÚ; COSTA RICA,25-May-05,22-Apr-13,31-Oct-13,Dissolved,Mossack Fonseca,Costa Rica
10115562,ALPHA SINO GROUP LIMITED,ALPHA SINO GROUP LIMITED,,British Virgin Islands,"CORPORATE MANAGEMENT SERVICES LIMITED 1301 BANK OF AMERICA TOWER 12 HARCOURT ROAD CENTRAL, HONG KONG. **S.I.**",23-Mar-05,1-Nov-11,31-Oct-11,Defaulted,Mossack Fonseca,Hong Kong
10115568,CALL CENTER GROUP LTD.,CALL CENTER GROUP LTD.-EX-GOLDKEY HOLDINGS INTERNATIONAL LIMITED,GOLDKEY HOLDINGS INTERNATIONAL LIMITED,British Virgin Islands,"JORDAN RICARDO & COMPANY LLC 255 ALHAMBRA CIRCLE - SUITE 500 CORAL GABLES, FLORIDA  33134",30-Dec-04,2-May-07,30-Apr-07,Defaulted,Mossack Fonseca,Jordan
10115654,PRUNER GROUP LIMITED,PRUNER GROUP LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,8-Feb-06,6-Nov-15,31-Oct-15,Defaulted,Mossack Fonseca,United States
10115699,BARRY OCEAN DEVELOPMENT LIMITED,BARRY OCEAN DEVELOPMENT LIMITED,,British Virgin Islands,"CORPORATE MANAGEMENT SERVICES LIMITED 1301 BANK OF AMERICA TOWER 12 HARCOURT ROAD CENTRAL, HONG KONG. **S.I.**",2-Jun-05,6-Nov-08,31-Oct-08,Defaulted,Mossack Fonseca,Hong Kong
10115744,WYMBROOK COMPANY S.A.,WYMBROOK COMPANY S.A.,,Panama,"PIERO SALUSSOLIA CORPORATE MANAGEMENT INC  1410 20 ST. SUITE 214 MIAMI BEACH, FL 33139 UNITED STATES",5-Jan-10,16-Jul-13,15-Jul-13,Defaulted,Mossack Fonseca,United States
10115802,"JTH & CO., S.A.","JTH & CO., S.A.",,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,2-Nov-05,2-May-07,30-Apr-07,Defaulted,Mossack Fonseca,United States
10147332,TMS MANAGEMENT LTD,TMS MANAGEMENT LTD,,British Virgin Islands,"INTERCORP INTERNATIONAL GROUP 150 SE 2ND AVE SUITE 808 MIAMI 33131, FLORIDA[USA] USA",14-Aug-12,,,Active,Mossack Fonseca,United States
10115846,EXCALIBUR TZ LTD.,EXCALIBUR TZ LTD.,,British Virgin Islands,MF ASSOCIATES INC. PASEO ROBERTO MOTTA CAPITAL PLAZA; FLOOR 8 COSTA DEL ESTE; PANAMÁ PANAMA REPUBLIC OF PANAMA *S.I.*,30-Mar-05,17-Feb-06,31-Oct-06,Changed agent,Mossack Fonseca,Panama
10115912,SGA WIRELESS LIMITED,SGA WIRELESS LIMITED,,British Virgin Islands,MR JONATHAN KAPLAN 394 Churchill Road Teaneck Nj 07666-3008 Usa W14 0ZJ,11-Nov-04,3-May-10,30-Apr-10,Defaulted,Mossack Fonseca,United States
10115936,COPRECO HOLDINGS LTD.,COPRECO HOLDINGS LTD.,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,2-Dec-05,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,United States
10115970,CASPIAN REAL ESTATE LIMITED,CASPIAN REAL ESTATE LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,17-Feb-05,,,Active,Mossack Fonseca,United States
10116061,NELLWYN LIMITED,NELLWYN LIMITED,,British Virgin Islands,RASESH DALAL NELLWYN LTD. C/O VINMAR INTERNATIONAL LTD. 16800; IMPERIAL VALLEY DR. NO. 499 HOUSTON; TEXAS 77060 UNITED STATES OF AMERICA,27-Feb-06,22-Dec-14,31-Oct-15,Defaulted,Mossack Fonseca,United States
10116170,LITTELL GROUP LIMITED,LITTELL GROUP LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,8-Feb-06,1-Nov-11,31-Oct-11,Defaulted,Mossack Fonseca,United States
10116172,WESTFALL GROUP LIMITED,WESTFALL GROUP LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,2-Dec-05,,,Active,Mossack Fonseca,United States
10116178,COSMO GOLD MANAGEMENT LTD.,COSMO GOLD MANAGEMENT LTD.,,British Virgin Islands,OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG,29-Mar-05,1-Nov-06,31-Oct-06,Defaulted,Mossack Fonseca,Hong Kong
10116245,YIELD CHANCE INVESTMENTS LIMITED,YIELD CHANCE INVESTMENTS LIMITED,,British Virgin Islands,HOTEX CORPORATE SERVICES LIMITED  ROOM 2109-2111; 21/F; SHUI ON CENTRE; 6-8 HARBOUR ROAD; WANCHAI; HONG KONG; P.R. CHINA.,7-Feb-05,,,Active,Mossack Fonseca,Hong Kong
10116297,KEYLOCKE PROPERTIES LIMITED,KEYLOCKE PROPERTIES LIMITED,,British Virgin Islands,VALLA LIMITED FIRST FLOOR; 7 ESPLANADE PO BOX 129 - JE4 8QS ST. HELIER JE2 3QA; JERSEY UNITED KINGDOM,8-Apr-05,,,Active,Mossack Fonseca,Jersey
10116334,GOLDEN MASS HOLDINGS LIMITED,GOLDEN MASS HOLDINGS LIMITED,,British Virgin Islands,Y.T. LO & CO 22/F; ON HONG COMMERCIAL BUILDING; 141-147 HENNESSY ROAD; WANCHAI; HONG KONG.,6-Jun-05,,,Active,Mossack Fonseca,Hong Kong
10116376,"ORADELL CAPITAL GROUP, INC.","ORADELL CAPITAL GROUP, INC.",,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",15-Sep-05,,,Active,Mossack Fonseca,United States
10116382,LANDSGATE MARKETING LIMITED,LANDSGATE MARKETING LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,25-Feb-05,15-Aug-13,31-Oct-14,Dissolved,Mossack Fonseca,United States
10116405,HALLWOOD GP BVI) LTD.,HALLWOOD GP (BVI) LTD. [GUMBINER GP (BVI) LTD.],GUMBINER GP BVI LTD.,British Virgin Islands,GUMBINER; ANTHONY JOSEPH 3710 RAWLINS; SUITE 1500 DALLAS; TEXAS 75219  USA,23-Mar-05,,,Active,Mossack Fonseca,United States
10116480,Krihaat Owners Corporation,Krihaat Owners Corporation,,British Virgin Islands,2465 W. 12TH ST; SUITE 2; TEMPE AZ 85281-6935,3-Aug-06,6-May-14,30-Apr-14,Defaulted,Mossack Fonseca,United States
10150550,ROSVILLE INTERNATIONAL S.A.,ROSVILLE INTERNATIONAL S.A.,,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",13-Mar-12,,31-Oct-13,Defaulted,Mossack Fonseca,United States
10116529,SUNSHINE EQUITY LTD,SUNSHINE EQUITY LTD,,British Virgin Islands,"JOSE JOAQUIN VARGAS LUENGO 325 SOUTH BISCAYNE BLVD.. #3923 MIAMI, FLORIDA   33131",22-Jul-05,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,Venezuela
10116582,OVERSEAS CORPORATE ADVISORY SERVICES LIMITED,OVERSEAS CORPORATE ADVISORY SERVICES LIMITED,,British Virgin Islands,"RTS GENEVA SA 3, RUE DU COMMERCE CP5113 1211 GENEVA 11 SWITZERLAND",16-May-96,,,Active,Mossack Fonseca,Switzerland
10116764,Sino-West Source Minerals Ltd,Sino-West Source Minerals Ltd,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,22-May-06,6-Nov-08,31-Oct-08,Defaulted,Mossack Fonseca,United States
10116706,SYCAMORE CAPITAL MANAGEMENT INC.,SYCAMORE CAPITAL MANAGEMENT INC.,,British Virgin Islands,JEFFREY J. CHANG & ASSOCIATES 433 CALIFORNIA STREET; SUITE 810 SAN FRANCISCO; CA 94104 UNITED STATES OF AMERICA,8-Feb-06,4-Jun-10,31-Oct-10,Defaulted,Mossack Fonseca,United States
10116748,ROLLYRAE LIMITED,ROLLYRAE LIMITED,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,12-Nov-04,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,United States
10116766,BROOKEFIELD ASSETS LIMITED,BROOKEFIELD ASSETS LIMITED,,British Virgin Islands,STM FIDECS MANAGEMENT LTD. P.O. BOX 575 MONTAGU PAVILLION 8-10 QUEENSWAY GIBRALTAR *S.I.*,23-Feb-06,14-Nov-11,31-Oct-12,Dissolved,Mossack Fonseca,Gibraltar
10116770,GOLDEN KEY EQUITY S.A.,GOLDEN KEY EQUITY S.A.,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,24-Feb-06,2-Nov-09,31-Oct-09,Defaulted,Mossack Fonseca,United States
10116872,ERKYN RESOURCES LIMITED,ERKYN RESOURCES LIMITED,,British Virgin Islands,"MFT SERVICES SA CASE POSTALE 5235 1211 GENEVE 11,  SWITZERLAND",8-Mar-06,9-Nov-10,31-Oct-10,Defaulted,Mossack Fonseca,Switzerland
10116791,BARELCO MARKETING S.A.,BARELCO MARKETING S.A.,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,19-Oct-05,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,United States
10116904,TACTICAL STRATEGIES LTD.,TACTICAL STRATEGIES LTD.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,15-Mar-05,1-Nov-07,31-Oct-07,Defaulted,Mossack Fonseca,United States
10116831,"Luxoft Holding, Inc  (Ex-NorthEast Software, Inc.)","Luxoft Holding, Inc  (Ex-NorthEast Software, Inc.)",,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",7-Mar-06,,,Active,Mossack Fonseca,United States
10116898,Easycomm International Ltd.,Easycomm International Ltd.,,British Virgin Islands,ORION HOUSE SERVICES (HK) LIMITED ROOM 1401; 14/F.; WORLD COMMERCE  CENTRE; HARBOUR CITY; 7-11 CANTON ROAD; TSIM SHA TSUI; KOWLOON; HONG KONG,2-Mar-05,,,Active,Mossack Fonseca,Hong Kong
10116994,TELMER & SON GROUP LIMITED,TELMER & SON GROUP LIMITED,,British Virgin Islands,MONFRINI CRETTOL & ASSOCIES 3; PLACE DU MOLARD GENEVE 1204; GENEVA SWITZERLAND,2-Mar-06,16-Mar-11,31-Oct-11,Defaulted,Mossack Fonseca,Switzerland
10117004,HIGH MOUNTAIN GROUP LTD.,HIGH MOUNTAIN GROUP LTD.,,British Virgin Islands,TAKA CORPORATE SERVICES LIMITED ROOM 1501; 15/F; SPA CENTRE; 53-55 LOCKHART ROAD; WANCHAI; HONG KONG,3-Jan-06,1-Nov-07,31-Oct-07,Defaulted,Mossack Fonseca,Hong Kong
10151803,MONTUFAR COMPANY LTD.,MONTUFAR COMPANY LTD.,,British Virgin Islands,HSBC PRIVATE BANK 1441 BRICKELL AVENUE; 17TH FLOOR MIAMI; FLORIDA 33131   U.S.A.,29-Aug-13,,,Active,Mossack Fonseca,United States
10151892,CIO ENTERPRISES LTD,CIO ENTERPRISES LTD,,British Virgin Islands,"INTERCORP INTERNATIONAL GROUP 150 SE 2ND AVE SUITE 808 MIAMI 33131, FLORIDA[USA] USA",20-Aug-12,,,Active,Mossack Fonseca,United States
10151981,Horn Logistics (Africa) Limited,Horn Logistics (Africa) Limited,,British Virgin Islands,MOHAMMED YUSEF 11 POPES GROVE TWICKENHAM  TW2 5TA UNITED KINGDOM,25-Feb-13,6-Nov-14,31-Oct-14,Defaulted,Mossack Fonseca,United Kingdom
10152000,MARESEED ASSET CORP.,MARESEED ASSET CORP.,,British Virgin Islands,ROCA/GONZALEZ; P.A. 3370 MARY STREET MIAMI; FL 33133 USA,2-Jan-14,,,Active,Mossack Fonseca,United States
10117154,"LASCAN TECHNOLOGIES, INC.","LASCAN TECHNOLOGIES, INC.",,British Virgin Islands,OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG,29-Jun-05,,,Active,Mossack Fonseca,Hong Kong
10152332,Polinvest Portfolio Corporation,Polinvest Portfolio Corporation,,British Virgin Islands,"MERRIL LYNCH 701 BRICKELL AVENUE - 11TH FLOOR MIAMI, FLORIDA",16-Jul-13,,,Active,Mossack Fonseca,United States
10117193,C H LABORATORIES COMPANY LIMITED,C H LABORATORIES COMPANY LIMITED,,British Virgin Islands,CONFIANCE ACCOUNTING & SECRETARIAL SERVICES LIMITED 12/F.; GOODFIT COMMERCIAL BUILDING; 7 FLEMING ROAD; WANCHAI; HONG KONG *S.I.*,30-Jun-05,,,Active,Mossack Fonseca,Hong Kong
10117235,DOOZI INVESTMENT COMPANY LTD,DOOZI INVESTMENT COMPANY LTD,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,26-Oct-06,3-May-10,30-Apr-10,Defaulted,Mossack Fonseca,United States
10117285,"CHINA FRAME AND MIRROR, LTD.","CHINA FRAME AND MIRROR, LTD.",,British Virgin Islands,MINGTAO CONSULTANTS CO.; LTD. ROOM 18; 13FL; NO. 1438; SHANNXI ROAD(N); SHANGHAI; CHINA,29-Apr-05,,31-Oct-09,Defaulted,Mossack Fonseca,China
10117303,BIOPROST GROUP LIMITED,BIOPROST GROUP LIMITED,,British Virgin Islands,JAMES T.W. KONG & CO. ROOM 1901; 19TH FLOOR C C WU BUILDING 302-308 HENNESSY ROAD WANCHAI; HONG KONG,31-Aug-05,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,Hong Kong
10117359,GREENWOOD PORTFOLIO LTD,GREENWOOD PORTFOLIO LTD,,British Virgin Islands,MONTAGUE LAMBERT [Mr Robert Cohen] 37/38 Haven Green Ealing London W5 2NX,2-Mar-06,1-Nov-07,31-Oct-07,Defaulted,Mossack Fonseca,United Kingdom
10117378,GANTRY CONSULTANCY LTD.,GANTRY CONSULTANCY LTD.,,British Virgin Islands,"MOSSACK FONSECA & CO. (SINGAPORE) PTE LTD.  19 KEPPEL ROAD #03-05, 3RD STOREY JIT POH BUILDING SINGAPORE 089058 REPUBLIC OF SINGAPORE *S.I.*",9-Oct-06,2-May-08,30-Apr-08,Defaulted,Mossack Fonseca,Singapore
10117506,MERCURY RISING INTERNATIONAL LIMITED,MERCURY RISING INTERNATIONAL LIMITED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,4-Apr-05,1-Nov-06,31-Oct-06,Defaulted,Mossack Fonseca,United States
10117516,FELDMAN MANAGEMENT CORP.,FELDMAN MANAGEMENT CORP.,,Panama,FELDMAN MANAGEMENT CORP. MOSSFON BUILDING. 54TH STREET P.O. BOX 0832-0886; W.T.C.  PANAMA; REPUBLIC OF PANAMA,28-Dec-09,10-Dec-10,15-Jan-13,Defaulted,Mossack Fonseca,Panama
10117580,"Asian Carbon Trade X, Ltd.","Asian Carbon Trade X, Ltd.",,British Virgin Islands,"CORPORATE MANAGEMENT SERVICES LIMITED 1301 BANK OF AMERICA TOWER 12 HARCOURT ROAD CENTRAL, HONG KONG. **S.I.**",1-Aug-06,5-May-09,30-Apr-09,Resigned as agent,Mossack Fonseca,Hong Kong
10117647,KRYSTALSEA LIMITED,KRYSTALSEA LIMITED,,British Virgin Islands,JARED G. SILBERHORN; M.S.  NORWEGIAN CRUISE LINE 7665 CORPORATE CENTER DRIVE MIAMI; FLORIDA 33126 USA,8-Aug-05,,,Active,Mossack Fonseca,United States
10117693,PENINSULA PAPAGAYO GROUP CORP.,PENINSULA PAPAGAYO GROUP CORP.,,British Virgin Islands,PENINSULA PAPAGAYO GROUP CORP. C/O MS. KATRINA CRUMPLER MAPLES AND CALDER TORTOLA BRITISH VIRGIN ISLANDS,5-Jul-05,16-Jul-12,30-Apr-14,Changed agent,Mossack Fonseca,British Virgin Islands
10152834,FLYING STARS SERVICES LTD.,FLYING STARS SERVICES LTD.,,British Virgin Islands,ALVAREZ & MARSAL TAXAND; LLC TWO ALHAMBRA PLAZA SUITE 1101 CORAL GABLES; FL 33134,4-Jan-11,,,Active,Mossack Fonseca,United States
10153094,"GOLDEN INVESTMENT PORTFOLIO, LTD.","GOLDEN INVESTMENT PORTFOLIO, LTD.",,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",8-Aug-14,,,Active,Mossack Fonseca,United States
10117749,OXFORD CONSULT LIMITED,OXFORD CONSULT LIMITED,,British Virgin Islands,STM FIDECS MANAGEMENT LTD. P.O. BOX 575 MONTAGU PAVILLION 8-10 QUEENSWAY GIBRALTAR *S.I.*,2-Mar-05,,,Active,Mossack Fonseca,Gibraltar
10117827,HALLWOOD FAMILY BVI) L.P.,HALLWOOD FAMILY (BVI) L.P. (EX. GUMBINER INVESTMENTS (BVI) L.P.) [Gumbiner Investments (BVI) L.P.],GUMBINER INVESTMENTS BVI L.P. Gumbiner Investments BVI L.P.,British Virgin Islands,GUMBINER; ANTHONY JOSEPH 3710 RAWLINS; SUITE 1500 DALLAS; TEXAS 75219  USA,6-Apr-05,,,Active,Mossack Fonseca,United States
10153553,Boardwalk Property Holdings Ltd,Boardwalk Property Holdings Ltd,,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",2-Jan-14,,,Active,Mossack Fonseca,United States
10153854,"NAPLES ASSETS, LTD.","NAPLES ASSETS, LTD.",,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",9-Dec-14,,,Active,Mossack Fonseca,United States
10117934,PRIME SEED LTD,PRIME SEED LTD,,British Virgin Islands,RICHMOND FIDUCIARY GROUP LIMITED RICHMOND HOUSE P.O. BOX 374 ST. JULIAN'S AVENUE ST. PETER PORT GUERNSEY  GY1 3YS **S.I.**,29-Jul-02,,,Active,Mossack Fonseca,Guernsey
10118039,"BUSINESS AVIATION GROUP, LTD.","BUSINESS AVIATION GROUP, LTD.",,British Virgin Islands,"PATRICIO SOMMERFELD 848 BRICKELL KEY DRIVE - UNIT 4304 MIAMI, FLORIDA.USA 33131",23-May-02,,,Active,Mossack Fonseca,United States
10118055,SI HUA MEDICAL LIMITED,SI HUA MEDICAL LIMITED,,British Virgin Islands,HO TAK SANG & CO. RM 303; EAST OCEAN CENTRE; 98 GRANVILLE ROAD; TSIMSHATSUI EAST; KOWLOON; HONG KONG,22-Aug-06,2-May-08,30-Apr-08,Defaulted,Mossack Fonseca,Hong Kong
10118158,NORTH AMERICAN GOLD FIELDS INC.,NORTH AMERICAN GOLD FIELDS INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,20-Apr-06,2-Nov-09,31-Oct-09,Defaulted,Mossack Fonseca,United States
10154422,Bellomare Investments Limited,Bellomare Investments Limited,,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",30-Mar-12,,,Active,Mossack Fonseca,United States
10118284,LAPETOS REAL ESTATE INC.,LAPETOS REAL ESTATE INC.,,Panama,VIRTUS TRUST LIMITED PO BOX 634  BORDEAUX COURT; LES ECHELONS ST PETER PORT; GUERNSEY; GY1 3DR UNITED KINGDOM,8-Jan-08,,,Active,Mossack Fonseca,Guernsey
10118659,"MOLINUEVO, S.A.","MOLINUEVO, S.A.",,British Virgin Islands,"SANTANDER PRIVATE BANKING 45 EAST 53RD STREET, NY 10022 NEW YORK USA",31-Mar-06,29-Apr-11,31-Oct-11,Changed agent,Mossack Fonseca,United States
10118402,BLISS WHEEL INVESTMENT LTD.,BLISS WHEEL INVESTMENT LTD.,,British Virgin Islands,MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS,5-Jul-06,,,Active,Mossack Fonseca,Bahamas
10118484,MIKONOS ENTERPRISES LIMITED,MIKONOS ENTERPRISES LIMITED,,British Virgin Islands,STM FIDECS MANAGEMENT LTD. P.O. BOX 575 MONTAGU PAVILLION 8-10 QUEENSWAY GIBRALTAR *S.I.*,29-Dec-05,,30-Apr-16,Dissolved,Mossack Fonseca,Gibraltar
10118546,"JTH DEPOT, S.A.","JTH DEPOT, S.A.",,British Virgin Islands,FOWLER; WHITE; BURNETT P.A. ESPIRITO SANTO PLAZA 1395 BRICKELL AVENUE; 14TH FLOOR MIAMI; FLORIDA 33131-3302 U.S.A. *S.I.*,2-Nov-05,2-May-07,30-Apr-07,Defaulted,Mossack Fonseca,United States
10118557,GREAT SENSE INTERNATIONAL LTD.,GREAT SENSE INTERNATIONAL LTD.,,British Virgin Islands,OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG,11-May-05,,,Active,Mossack Fonseca,Hong Kong
10118590,GREEN PRAIRIE ENTERPRISES LIMITED,GREEN PRAIRIE ENTERPRISES LIMITED,,British Virgin Islands,OFFSHORER BUSINESS SERVICES (HK) LTD. UNIT 826; 8/F OCEAN CENTRE; HARBOUR CITY; 5 CANTON ROAD; TST KOWLOON; HONG KONG,8-Apr-05,1-Nov-06,31-Oct-06,Defaulted,Mossack Fonseca,Hong Kong
10154970,"Focus International Marketing, Ltd.","Focus International Marketing, Ltd.",,British Virgin Islands,"BARBOSA LEGAL 407 LINCOLN ROAD PH-NE  MIAMI BEACH, FL 33139 UNITED STATES",21-May-13,,,Active,Mossack Fonseca,United States
10118646,AMANA PARTNERS INC.,AMANA PARTNERS INC.,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,17-Jan-06,1-Nov-07,31-Oct-07,Defaulted,Mossack Fonseca,United States
10118682,LUXLABS LTD.,LUXLABS LTD.,,British Virgin Islands,"IBS/LUXOFT PO BOX 1122 HEWITT NJ 07421, NEW JERSEY USA",22-Sep-05,22-Feb-10,30-Apr-10,Dissolved,Mossack Fonseca,United States
10118695,Open Computer Store Corporation,Open Computer Store Corporation,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,6-Nov-06,2-May-08,30-Apr-08,Defaulted,Mossack Fonseca,United States
10118714,DUNSMORE CAPITAL INCORPORATED,DUNSMORE CAPITAL INCORPORATED,,British Virgin Islands,MICHAEL B. EDGE P.O. BOX 1004; WADDELL; AZ 85355 WADDELL USA,6-Jul-05,2-May-13,30-Apr-13,Defaulted,Mossack Fonseca,United States
10118794,LANGRAIN INTERNATIONAL LIMITED,LANGRAIN INTERNATIONAL LIMITED,,British Virgin Islands,"SYL LOGIC SERVICES SA BÂTIMENT DE LA POSTE RUE DES CINQ 4'000 CASE POSTALE 149  3961 ZINAL,  SWITZERLAND",24-Mar-06,16-Aug-10,31-Oct-11,Dissolved,Mossack Fonseca,Switzerland
10118845,MARINA PAPAGAYO HOLDING LIMITED,MARINA PAPAGAYO HOLDING LIMITED,,British Virgin Islands,MARINA PAPAGAYO HOLDING LIMITED C/O MS. KATRINA CRUMPLER MAPLES AND CALDER TORTOLA BRITISH VIRGIN ISLANDS,7-Feb-06,16-Jul-12,31-Oct-13,Changed agent,Mossack Fonseca,British Virgin Islands
10155187,EVANJU INCORPORATED,EVANJU INCORPORATED,,British Virgin Islands,"OPPENHEIMER & CO. INC 2601 S. BAYSHORE DRIVE - SUITE 1850 MIAMI, FLORIDA   33133",23-Jul-13,,,Active,Mossack Fonseca,United States
10118892,PINEGROVE EQUITIES INC.,PINEGROVE EQUITIES INC.,,British Virgin Islands,MOSSFON MANAGERS LTD. SAFFREY SQUARE; SUITE 205; BANK LANE P.O. BOX N-8188 NASSAU **S.I**; NEW PROVIDENCE ISLAND BAHAMAS,3-Feb-06,2-Nov-09,31-Oct-09,Defaulted,Mossack Fonseca,Bahamas
10118911,Reading Capital Group S.A.,Reading Capital Group S.A.,,British Virgin Islands,ASAEL T. SORENSEN SUMMIT TRUSTEES PLLC 2319 FOOTHILL DRIVE; SUITE 160 SALT LAKE CITY; UTAH 84109 U.S.A.,10-Nov-06,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,United States
10118925,National Home Finance Corporation,National Home Finance Corporation,,British Virgin Islands,19 CLEMENTI CRESCENT; SINGAPORE; SINGAPORE; SINGAPORE; 599522,24-May-06,,31-Oct-08,Defaulted,Mossack Fonseca,Singapore
10118932,NELLA HOLDINGS GROUP LTD,NELLA HOLDINGS GROUP LTD,,British Virgin Islands,"FORTUNE INTERNATIONAL REALTT 18660 COLLINS AVENUE #107 SUNNY ISLES BEACH, FLORIDA 33160 U.S.A.",15-Sep-05,5-May-09,30-Apr-09,Defaulted,Mossack Fonseca,United States
10118949,ESCABEL INTERNATIONAL LIMITED,ESCABEL INTERNATIONAL LIMITED,,British Virgin Islands,OMNI MANAGEMENT CONSULTANCY FZE OFFICE NUMBER 425; RAS AL KHAIMAH FREE TRADE ZONE AUTHORITY  GOVERNMENT OF RAS AL KHAIMAH; P.O. BOX 10055 RAS AL KHAIMAH; UNITED ARAB EMIRATES,2-May-06,1-Nov-07,31-Oct-07,Defaulted,Mossack Fonseca,United Arab Emirates
10155478,Mazter Holdings Ltd.,Mazter Holdings Ltd.,,British Virgin Islands,"801 BRICKELL AVENUE - SUITE 2500 MIAMI, FLORIDA     33131",24-Jul-14,,,Active,Mossack Fonseca,United States
10155626,CROSSAX Ltd.,CROSSAX Ltd.,,British Virgin Islands,"DIANE NOBILE NOBILE LAW FIRM 201 S. BISCAYNE BLVD. SUITE 2650  MIAMI, FL 33131",25-Feb-14,,,Active,Mossack Fonseca,United States
